nombre;texto
1511;articuloprimero imponese el nombre de lorenzo dominguez a la calle que bordea el canal sur que nace en calle la rioja al sur hasta villa argemina al norte y al tramo que en el futuro resulte de la prolongacion del mismo articulosegundo comuniquese registrese y archivese
1514;articuloprimero deroganse las ordenanzas n 1313 y 1314 articulosegundo modificase el capitulo ii nacimiento de la obligacion tributaria articulo quinto de la ordenanza n 430 el que quedara redactado de la siguiente manera articulo 5 las obligaciones tributarias nacen al producirse el presupuesto de hecho establecido por la ordenanza para tipificar el tributo de que se trate de producirse prestaciones parciales fehacientemente comprobadas y aceptadas por el municipio a traves de sus organismos competentes el departamento ejecutivo municipal reducira proporcionalmente las contribuciones en un 20 y si dentro de las prestaciones parciales fehacientemente comprobadas y aceptadas por el municipio se determina que no se tipifica el hecho de recoleccion y disposicion final de residuos la reduccion sera de un 30 la determinacion de la deuda reviste caracter meramente declarativo la obligacion tributaria es exigible aun cuando el hecho acto circunstancia o situacion que la origine tenga un objeto o fin ilegal ilicito o inmoral  articulotercero el departamento ejecutivo municipal debera reglamentar esta cesion de facultades definiendo los extremos que se deben acreditar para ser beneficiarios de algun porcentaje de reduccion articulocuarto comuniquese registrese archivese
1512;articuloprimero disponese el otorgamiento a perpetuidad de la concesion de terrenos del cementerio municipal viejo y jardin que cumplan con lo estipulado en el titulo v articulo 10 inciso e de la ordenanza fiscal anual vigente n 1472 articulosegundo para la aplicacion del articulo 1 se consideraran las futuras renovaciones como asi tambien las proximas compras de parcelas fijandose los siguientes importes mausoleo capillas y medias capillas cu 400 jardineros y nicheros cu 400 estos precios podran ser abonados en dos cuotas iguales y consecutivas articulotercero la presente ordenanza tendra una vigencia de 180 ciento ochenta dias a contar de su publicacion en el boletin oficial articulocuarto comuniquese registrese y archivese
1518;articuloprimero apruebase el convenio de cooperacion entre el consejo nacional de niez adolescencia y familia y el municipio de yerba buena que forma parte como anexo 1 de la presente ordenanza articulosegundo comuniquese registrese archivese
1517;articuloprimero adhierase la municipalidad de yerba buena a la ley n 7575 modificatoria de la ley n 6 817 a la cual ya estamos adheridos por ordenanza n 843 articulosegundo comuniquese registrese y archivese
1521;articuloprimero modificase el articulo primero de la ordenanza n 1415 el que quedara redactado de la siguiente manera articuloprimero autorizase a la firma berbus u t e concesionaria de la linea de transportes de pasajeros n 118 a ampliar su recorrido por el municipio de yerba buena cumpliendo el siguiente itinerario y frecuencia horaria itinerario ida desde rotonda camino del peru y avenida aconquija belgrano sarmiento san martin jujuy martin fierro alfonsina storni c darwin jujuy san martin a storni anzorena 1ra paralela norte camino de sirga pasaje sin nombre san martin vuelta san martin sarmiento belgrano avenida aconquija hasta rotonda del camino del peru y av aconquija frecuencia horaria 18 minutos de lunes a viernes y en las jornadas de feriados yo vacaciones de 22 minutos a 25 minutos articulosegundo comuniquese registrese archivese
1515;articuloprimero adhierase la municipalidad de yerba buena a las disposiciones del decreto n 12197 msc y su modificatorio decreto n 12407 msc emitidos por el poder ejecutivo provincial el 020506 y 030506 respectivamente determinandose en consecuencia como obligatorias las siguientes normas en todo el ambito del territorio municipal 1 el horario de apertura y cierre de los establecimientos donde se ejerce actividades de locales bailables boites pub boliches salas de espectaculos nocturnos recitales y otros similares sera entre las 22 00 veintidos y las 4 cuatro horas del dia siguiente respectivamente 2 el horario de expendio de bebidas con alcohol de cualquier clase o naturaleza en envases cerrados o abiertos en los kioscos maxikioscos drugstores u otros establecimientos similares esta prohibido entre las 03 00 horas y 09 00 horas del mismo dia siendo la autoridad de aplicacion de la presente norma el instituto provincial de lucha contre el alcoholismo articulosegundo los establecimientos definidos en los apartados 1 y 2 del articulo primero que violen la presente norma seran pasibles de las siguientes sanciones sin perjuicio de las sanciones que fijen los organismos provinciales clausura del establecimiento por el termino de siete dias corridos la primera vez clausura del establecimiento por el termino de quince dias corridos a la segunda infraccion pudiendo llegarse a la clausura definitiva frente a infracciones reiteradas articulotercero comuniquese registrese y archivese
1523;articuloprimero incorporese en el articulo n 27 de la ordenanza n 1254 el inciso g en los siguientes terminos g facundo quiroga sera de sur a norte desde calle constancio c vigil hasta avenida aconquija articulosegundo comuniquese registrese archivese
1516;articuloprimero designase con el nombre de florencio molina campos a la diagonal que nace en f cariola entre federico rossi y valenzuela y termina en blvd 9 de julio en direccion ne a so interrumpida en su trazado por la plaza redonda actualmente conocida como 1ra diagonal articulosegundo designase con el nombre de antonio berni a la diagonal que nace en f cariola al 1000 y termina en blvd 9 de julio en direccion ne a so interrumpida en su trazado por la plaza ruben dario actualmente conocida como 2da diagonal articulotercero designase con el nombre de raul soldi a la diagonal que nace en f cariola entre concordia y chacho peñaloza y termina en blvd 9 de julio en direccion no a se interrumpida en su trazado por la plaza ruben dario actualmente conocida como 3ra diagonal articulocuarto el departamento ejecutivo municipal debera encargarse de la difusion de la nueva denominacion como asi tambien debera enviar a cada uno de los frentistas de estas calles una comunicacion para informarles de los nombres y adjudicarles si no tuvieran o fuera necesario una reformulacion numeracion univoca esta comunicacion debera efectuarse dentro de los treinta dias corridos a partir de la promulgacion de la presente articuloquinto comuniquese registrese y archivese
1520;articuloprimero facultase al departamento ejecutivo municipal a suscribir el convenio entre la municipalidad de yerba buena y el ministerio de desarrollo social de la nacion para reglar la adhesion y participacion de la municipalidad de yerba buena al plan nacional de desarrollo local y economia social manos a la obra modalidad emprendimientos productivos que forma parte de la presente ordenanza como anexo i articulosegundo comuniquese registrese y archivese
1519;articuloprimero apruebase el convenio entre la secretaria de empleo del ministerio de trabajo empleo y seguridad social de la nacion y el municipio de yerba buena identificado con el numero 1376 que forma parte como anexo 1 de la presente ordenanza articulosegundo comuniquese registrese archivese
1522;articuloprimero derogase la ordenanza n 687 del 050895 articulosegundo establecese que el departamento ejecutivo municipal a traves de la secretaria que corresponda procedera a implementar una masiva campaña de difusion sobre el contenido y beneficios de la ordenanza n 51792 articulotercero difundase un numero de telefono donde cualquier ciudadano podra denunciar los terrenos en estado de abandono yo mal conservacion articulocuarto comuniquese registrese archivese
1525;articuloprimero adhierese la municipalidad de yerba buena en todos sus terminos a las disposiciones del decreto n 1133 articulosegundo a los fines de dar cumplimiento a la ley n 5529 capitulo ii articulo 24 inciso 22 el departamento ejecutivo municipal debera enviar a este honorable concejo deliberante los convenios suscriptos para su debida autorizacion articulotercero comuniquese registrese y archivese
1524;articuloprimero autorizase al superior gobierno de la provincia a retener de los fondos que corresponden percibir a esta municipalidad en concepto de coparticipacion federal ley n 6316 y modificatorias o regimen que en el futuro la modifique o reemplace fondo de desarrollo del interior aportes del tesoro nacional sin adjudicacion especifica excedentes de bonos municipales yo de cualquier otro recurso de libre disponibilidad con excepcion de los fondos provenientes de la recaudacion propia el monto que se otorgue a la municipalidad por asistencia financiera reintegrable por aplicacion de las ordenanzas n 1505 y n 1504 hasta cubrir el importe de los servicios que demande la amortizacion de tales asistencias financieras articulosegundo comuniquese registrese y archivese
1527;articuloprimero declarase de interes municipal el desfile folclorico gauchesco homenaje a la bandera que se llevo a cabo el 19 de junio proximo pasado en avenida aconquija entre la sede municipal y el mastil ubicado sobre la interseccion de esa avenida con avenida solano vera organizado por el instituto de arte folclorico zonal yerba buena articulosegundo hagase entrega de una copia autenticada de la presente ordenanza al instituto de arte folclorico zonal yerba buena articulotercero comuniquese registrese y archivese
1528;articuloprimero autorizase al dem a aprobar por via de excepcion la documentacion tecnica contenida en el expte n 2567m17g06 en lo referente al fos y al fot de la construccion efectuada en la propiedad identificada catastralmente con el padron n 83398ciskm17p3 articulosegundo comuniquese registrese y archivese
1526;articuloprimero adhierase la municipalidad de yerba buena a las disposiciones del decreto n 179203 m e y su modificatorio 196003 m e articulosegundo autorizase al departamento ejecutivo municipal a gestionar el aporte financiero reintegrable a fin de hacer frente a la erogacion que demande la presente adhesion articulotercero autorizase al superior gobierno de la provincia a retener de los fondos que correspondan percibir a esta municipalidad en concepto de coparticipacion federal ley n 6316 y sus modificatorias o la que en el futuro la reemplace o sustituya y fondos de desarrollo del interior aportes del tesoro nacional sin asignacion especifica excedentes de bonos municipales yo de cualquier otro recurso de libre disponibilidad excepto la recaudacion propia el monto que se otorgue al municipio por asistencia financiera por aplicacion de la ley n 7 561 hasta cubrir el importe total que surja de la liquidacion que efectue a tal fin la direccion de sistemas de la provincia correspondiente a las reparticiones nros 410 y 411 articulocuarto comuniquese registrese y archivese
1530;articuloprimero autorizase al departamento ejecutivo municipal a gestionar y suscribir la documentacion necesaria para tomar un aporte financiero reintegrable ante el superior gobierno de la provincia por la suma total de 1 800 000 pesos un millon ochocientos mil de conformidad con lo considerado articulosegundo la suma contemplada en el articulo primero sera prorrateada de la siguiente manera un primer tramo de 450 000 pesos cuatrocientos cincuenta mil y nueve cuotas iguales mensuales y consecutivas de 150 000 pesos ciento cincuenta mil a partir del mes de abril de 2006 articulotercero autorizase al departamento ejecutivo municipal a ceder los montos necesarios de los importes que por coparticipacion federal ley n 6316 y modificatorias o regimen que en el futuro lo modifique o reemplace y de resultar necesario los recursos provenientes de la aplicacion de la ley n 6650 y modificatorias o regimen que en el futuro lo modifique o reemplace como asi tambien cualquier otro recurso de libre disponibilidad que correspondan al municipio de yerba buena excepto los montos provenientes de recaudacion propia articulocuarto autorizase al departamento ejecutivo municipal a realizar las adecuaciones presupuestarias pertinentes articuloquinto comuniquese registrese y archivese
1538;articuloprimero autoricese al ejecutivo municipal a crear por medio del departamento de obras publicas la figura del placero articulosegundo las funciones del placero en el espacio verde publico o plaza a su cuidado seran mantener el orden y la limpieza vigilar el cumplimiento de las ordenanzas vigentes coordinar las tareas de mantenimiento y remodelacion colaborar en las tareas de organizacion de eventos publicos a desarrollarse en su predio coordinar las donaciones e inquietudes de los vecinos y de las asociaciones civiles ser nexo entre el municipio y los padrinos autorizados ejecutar los trabajos menores de pintura jardineria barrido y limpieza poda de baja altura recambio de especimenes estacionales riego reparaciones menores en caminerias bancos juegos infantiles verjas yo vallados articulotercero autorizase al departamento ejecutivo municipal a designar al personal o equipo segun el predio que cumplira con esta funcion para cada espacio publico y establecer los dias y turnos en que se desempeñaran articulocuarto se colocara en cada paseo publico un cartel de 0 60 x 0 90mts de tipo pizarra con los datos dellos placero s asignados los horarios de trabajo y telefonos a los que los vecinos comunicaran inquietudes o quejas podra contener ademas si fuera el caso los datos de los padrinos articuloquinto el departamento ejecutivo municipal dotara a los placeros ademas de los elementos necesarios para desarrollar su funcion de medios de comunicacion que les posibiliten contactar a la fuerza publica defensa civil bomberos y ambulancias en su turno asimismo comunicara al ministerio de seguridad ciudadana la promulgacion de la presente ordenanza para que tomen conocimiento de la colaboracion con que contaran a partir de la implementacion del sistema de placeros articulosexto comuniquese registrese y archivese
1529;articuloprimero suspendase por cien dias habiles a partir de la vigencia de esta ordenanza el otorgamiento de nuevas factibilidades de urbanizaciones especiales articulosegundo las unicas u e que se podran construir son las que se realicen en espacios comprendidos en una manzana que no interrumpan calles existentes ni aquellas que deben existir en futuras planificaciones urbanas articulotercero todos aquellos titulares de proyectos de urbanizaciones especiales presentados con anterioridad a la promulgacion de esta ordenanza y que cuenten con factibilidad tendran un plazo de 80 dias habiles para acreditar la documentacion que corresponda ante la direccion de catastro municipal transcurrido este plazo si no se hubiera dado cumplimiento a la presentacion indicada en el parrafo anterior se dara por denegada la factibilidad quedando sujeto el emprendimiento que se trate a nuevos estudios y evaluaciones por parte de las areas tecnicas correspondientes para que se adecuen a las disposiciones del articulo 2 de la presente ordenanza articulocuarto el departamento ejecutivo municipal debera en un plazo maximo de 30 dias corridos elevar al honorable concejo deliberante un detalle de las documentaciones tecnicas referidas a la u e para conjuntos habitacionales discriminando aquellas que se encuentren aprobadas y las que se esten tramitando articuloquinto todos aquellos pedidos de factibilidad para u e que no hayan tenido la aprobacion del departamento ejecutivo municipal quedaran automaticamente sujetas a cumplir las normativas de la presente ordenanza y de la ordenanza n 1374 articulosexto comuniquese registrese y archivese
1533;articuloprimero modificase el articulo decimo de la ordenanza n 719 el que debera leerse de la siguiente forma los vehiculos afectados a este servicio son los denominados omnibus mini bus y utilitarios carrozados directamente de fabrica de acuerdo a sus normas para tal fin los mismos deberan tener una antigedad de 15 quince años para los omnibus 12 doce años para los mini omnibus y 14 catorce años para los utilitarios siempre y cuando los vehiculos reunan las condiciones tecnicas exigidas por la ordenanza n 85897 adhesion ley nacional de transito y la capacidad se otorgara en forma individual a cada vehiculo en funcion de los asientos disponibles en los mismos de modo tal que cada escolar viaje sentado en un asiento pudiendo en ningun caso transportar escolares parados los utilitarios que excedan los 14 años de antigedad deberan ser reemplazados perentoriamente en un plazo de 2 años articulosegundo comuniquese registrese y archivese
1531;articuloprimero adherir a la ley n 7769 yo al decreto del poder ejecutivo provincial n 21053 del 070706 declarando de interes municipal la ejecucion del programa de expansion de redes de distribucion de gas natural en la provincia de tucuman cuyo objeto es la construccion de redes externas de distribucion conjuntamente con la ejecucion yo adecuacion de las instalaciones internas domiciliarias para el uso del fluido en aquellas viviendas ubicadas en la zona demarcada en el anteproyecto confeccionado por la empresa gasnor s a y cuyos propietarios se adhieran expresamente al mismo articulosegundo reconocer a gasnor s a en todo el ambito municipal el derecho al uso y ocupacion de dominio publico por el termino de duracion de la licencia otorgada por decreto 245292 en el marco de la ley n 24076 su decreto reglamentario y la licencia de distribucion de gas natural por redes nacionales aprobadas por decreto 225592 articulotercero eximir a gasnor s a yo a las empresas contratistas que intervengan en la ejecucion del programa de expansion de redes de gas natural del pago de toda tasa patente o contribucion de origen municipal por las redes nuevas que graven la construccion de las obras que se generen a partir de la aprobacion de la presente ordenanza y su posterior explotacion y mantenimiento dicha eximicion tiene como unico objetivo el de contribuir con la reduccion de los costos de construccion de la extension de la red de distribucion y de la prestacion del servicio de gas natural por redes para los usuarios articulocuarto la municipalidad con el proposito de proteger a los adherentes originarios al programa y de reducir el costo de la red de gas natural a cada vecino una vez habilitada la misma promovera la conexion de nuevos adherentes requiriendo a tales efectos por el termino de cinco años desde la habilitacion como condicion previa al otorgamiento del permiso de apertura de vereda una constancia que acredite el pago de la red al mismo valor que aportaron al proyecto los adherentes originarios articuloquinto gasnor s a asume el compromiso de otorgar a los usuarios que se adhieran al programa y se conecten a la red externa hasta el 5 año desde su habilitacion una bonificacion equivalente a 700 00mts de gas natural sin cargo por lo que solo deberan abonar durante el periodo que dure la bonificacion el cargo fijo y los demas cargos e impuestos correspondientes articulosexto la municipalidad a los efectos de cooperar con la ejecucion de la obra colaborara con la promocion de la misma cediendo a titulo gratuito a gasnor s a durante el tiempo que dure la promocion y ejecucion del proyecto en el ambito del municipio el uso de una oficina ubicada en la sede del honorable concejo deliberante la cual sera utilizada por gasnor s a para la atencion e informacion al publico recepcion de documentacion firma de solicitudes etc articuloseptimo una vez transcurrido el plazo de 5 años contados a partir de la habilitacion del ultimo proyecto del programa de expansion de redes de distribucion de gas natural mencionado en el articulo primero y en el caso que el monto total aportados por los vecinos sea superior al costo total de la obra dicho excedente se restituira a los aportantes de conformidad a un mecanismo a reglamentar por el ejecutivo municipal articulooctavo el departamento ejecutivo municipal autorizara a gasnor s a a promover y publicitar el proyecto en todo el ambito de la municipalidad de yerba buena la publicidad debera incluir la expresion programa de interes provincial y municipal y estara exenta de toda tasa gravamen a las actividades publicitarias que rijan en el municipio articulonoveno establecese que independientemente de los aportes y contribuciones que el municipio realice a la obra de expansion de las redes de distribucion de gas natural que hace referencia el articulo 1 una vez habilitada la misma por razones de seguridad y normal y eficiente prestacion del servicio pasara a ser de exclusiva propiedad de gasnor s a quien estara obligada a operarla y mantenerla en los terminos de la licencia para la distribucion de gas natural por redes que le fuera otorgada por decreto del poder ejecutivo nacional n 2 45292 articulodecimo la municipalidad de yerba buena cede sus recursos coparticipables ley n 6316 y sus modificatorias o el regimen que en el futuro la modifique o reemplace correspondientes hasta el porcentaje establecido en el articulo 2 de la ley n 7769 articulodecimoprimero el departamento ejecutivo debera elevar a este concejo todos los convenios que se firmen en virtud de la presente ordenanza tanto el de adhesion al programa como todos aquellos referidos al proyecto de las obras en virtud del anteproyecto que proponga gas nor articulodecimosegundo comuniquese registrese y archivese
1537;articuloprimero reduzcase el presupuesto municipal 2005 en erogaciones operativas erogaciones corrientes partida principal 12 bienes y servicios no personals subpartida servicios no personales siniestros daños y perjuicios en 10 000 pesos diez mil articulosegundo incrementese el presupuesto municipal 2005 en erogaciones operativas erogaciones corrientes partida 31 transferencias honorable concejo deliberante subpartida para financiar erogaciones corrientes bienes y servicios no personales en 10 000 pesos diez mil articulotercero incrementese el presupuesto del honorable concejo deliberante 2005 en transferencias para financiar erogaciones corrientes en 10 000 pesos diez mil articulocuarto incrementese el presupuesto del honorable concejo deliberante 2005 en erogaciones corrientes partida principal bienes y servicios no personales subpartida servicios no personales en otros servicios no personales 5 000 honorarios y retribuciones a terceros 5 000 total 10 000 articuloquinto comuniquese registrese y archivese
1536;articuloprimero rechazase el decreto n 375 emitido por el departamento ejecutivo municipal con fecha 11 de julio de 2006 por cuanto la remuneracion para el cargo de subsecretario ya fue establecida por ordenanza n 1347 y por no encontrarse previsto en la planta de cargos aprobada por ordenanza n 1488 presupuesto municipal año 2005 prorrogada su vigencia para el año 2006 articulosegundo comuniquese registrese y archivese
1540;articuloprimero aceptase la donacion de una fraccion de terreno de 172 86mts2 que consta de las siguientes medidas del punto 12 sobre calle san luis 29 40mts del punto 22 5 86mts del punto 21 29 58mts del punto 1 1 5 87mts correspondiente al inmueble de mayor extension padron n 382 146 circ i sec t manz 8 parc 78c mat 7 990 orden 3 481 registro inmobiliario mat t3689 ofrecida por el sr juan jose honorato dnin 13 067 998 para la ampliacion y ensanche de la calle san luis articulosegundo facultase al departamento ejecutivo municipal a efectuar todas las gestiones tendientes al perfeccionamiento del contrato tales como planos de mensura y division escritura traslativa de dominio y todas las que resultaren necesarias articulotercero comuniquese registrese y archivese
1535;articuloprimero establecese un sistema de estimulos para los vecinos de yerba buena obligados por la ordenanza n 430 codigo tributario a las contribuciones que inciden sobre los inmuebles que hubieren efectuado el pago de todas las cuotas bimestrales o con la frecuencia que en el futuro se estableciera correspondientes al año fiscal que se premie dentro de la fecha estipulada como de segundo vencimiento quedando asimismo incluidos los que hubieran abonado mediante cancelacion anual anticipada articulosegundo en caso de exenciones reducciones o descuentos fuera de los establecidos por pago adelantado o por promociones por buen contribuyente el beneficio sera reducido en forma proporcional a la exencion reduccion o descuento otorgado en la facturacion articulotercero los premios a las cuentas corrientes favorecidas consistiran en un primer premio de pesos cinco mil 5 000 00 y un segundo premio de pesos tres mil 3 000 00 articulocuarto a los fines citados en el articulo anterior se realizara dentro de los sesenta 60 dias siguientes al vencimiento del ultimo bimestre del año un sorteo publico que sera fiscalizado por un escribano publico y una comision integrada al efecto por dos 2 miembros a designar por el departamento ejecutivo y dos 2 miembros a designar por el honorable concejo deliberante sera instrumentado dando la mayor transparencia posible al acto publicitando con la suficiente anticipacion fecha y hora del sorteo facilitando su verificacion por vecinos interesados concurrentes y difundiendo su resultado articuloquinto sera ingresado para cada sorteo en la urna dispuesta al efecto el comprobante de pago del ultimo bimestre de aquellos padrones que hubieran cumplido con lo establecido en el articulo primero y el correspondiente anual para los que hubieran efectuado la cancelacion anticipada articulosexto facultase al departamento ejecutivo municipal a dictar la reglamentacion necesaria para la implementacion de este sistema de estimulo articuloseptimo los premios seran abonados en efectivo dentro de los treinta 30 dias siguientes a la publicacion de los resultados del sorteo articulooctavo facultase al departamento ejecutivo municipal a introducir las modificaciones que fueran menester en el presupuesto de gastos vigentes para dar cumplimiento a las disposiciones de la presente ordenanza articulonoveno quedan exceptuadas del presente sistema de estimulos el intendente concejales secretarios sub secretarios y todo personal que cumpla funciones o revista en categorias de director o equivalente inclusive de cualquiera de los poderes o dependencias municipales en la proporcion que pueda corresponderles respecto a los derechos u obligaciones emergentes de su titularidad sobre los inmuebles esta proporcionalidad debera ser acreditada por instrumento publico de fecha anterior a la del sorteo y no podra ser aducida cuando el inmueble revista caracter ganancial salvo que las partes acrediten la separacion legal o de hecho articulodecimo comuniquese registrese y archivese
1532;articuloprimero aceptese el subsidio de 4 000 pesos cuatro mil concedidos por la caja popular de ahorros de la provincia de tucuman al honorable concejo deliberante mediante resolucion n 53706 a los fines de ser destinados exclusivamente para cubrir parte de los gastos que demando la organizacion y puesta en marcha de la muestra denominada un futuro para todos la que se llevo a cabo entre los dias 14 y 20 de agosto del corriente año articulosegundo dispongase que la secretaria del honorable concejo deliberante haga la entrega correspondiente del cheque n 002441925 de fecha 180806 contra el banco frances por la suma antes mencionada a tesoreria de la municipalidad a los efectos que correspondan articulotercero una vez que los fondos sean acreditados los mismos seran entregados al señor concejal jose marrades en su calidad de organizador del evento quien en virtud de las disposiciones del articulo n 2 de la resolucion n 53706 emitida por la caja popular de ahorros de la provincia rendira oportunamente cuenta del destino de los mismos ante quien corresponda articulocuarto comuniquese registrese y archivese
1543;articuloprimero autorizase al departamento ejecutivo municipal a aplicar los fondos provenientes del prestamo acordado por la provincia a las municipalidades en el marco de lo establecido por el decreto de necesidad y urgencia sh 113306 conforme lo dispuesto por las ordenanzas n 1494 y 1525 en las siguientes obras 1 obra pavimentacion ciudad de yerba buena cuarta etapa municipalidad de yerba buena provincia de tucuman monto 476 368 20 calle desde hasta longitud m aragon avenida aconquija cesar milstein 650 00 aragon las higueritas av presidente peron 200 00 reconquista sarmiento lamadrid 410 00 total 1 260 00 2 obra construccion de cordon cunetas y estabilizado granular en ciudad de yerba buena septima etapa municipalidad de yerba buena provincia de tucuman monto  602 059 15 calle desde hasta longitud m san juan irigoyen canal sur 1 160 00 charcas thiele santa fe 120 00 thiele charcas avenida solano vera 120 00 sarmiento francia irigoyen 405 00 constancio vigil avenida solano vera irigoyen 410 00 total 2 215 00 3 obra construccion de cordon cuneta y estabilizado granular en ciudad de yerba buena octava etapa municipalidad de yerba buena provincia de tucuman monto  385 000 00 tomando un costo promedio de  275 00 por metro calle desde hasta longitud m pringles federico rossi avenida alfredo guzman 1 000 00 romano pringles cariola 100 00 jupiter pringles cariola 100 00 clotilde doñate pringles cariola 100 00 venus pringles cariola 100 00 total 1 400 00 4 obra construccion de cordon cuneta y estabilizado granular en ciudad de yerba buena novena etapa municipalidad de yerba buena provincia de tucuman monto  652 059 63 mes basemayo 2006 calle desde hasta longitud m batalla de tucuman zanjon julio a roca 810 00 manuel belgrano batalla de salta zanjon 170 00 nicolas avellaneda batalla de salta zanjon 170 00 batalla de suipacha nicolas avellaneda san martin 400 00 san martin juan b alberdi julio a roca 520 00 batalla de maipu nicolas avellaneda san martin 300 00 total 2 370 00 articulo segundo a los efectos del cumplimiento cabal de las disposiciones del decreto n 113306 articulo n 8 inciso f el plan de desarrollo de las obras autorizadas por la presente ordenanza sera el determinado por la numeracion de las etapas articulo tercero el departamento ejecutivo municipal debera elevar el estudio efectuado para la concrecion de las obras que se pretenden desarrollar sobre la avenida aconquija indicando la medicion compumetrica y el costo de la misma discriminando entre el costo del ensanche y el de la repavimentacion para evaluacion y tratamiento del honorable concejo deliberante articulo cuarto comuniquese registrese y archivese
1539;articuloprimero apruebase el acta compromiso suscripta entre la municipalidad de yerba buena y la unidad ejecutora provincial que como anexo forma parte de la presente ordenanza con la modificacion en su clausula primera la que quedara redactada de la siguiente manera clausula primera habiendose acordado con fecha 19 de febrero de 2004 entre la unidad ejecutora provincial y la unidad coordinadora nacional del programa la aprobacion de fase i del proyecto presentado por el municipio tanto la u e p como la municipalidad acuerdan prestar mutua colaboracion en las acciones necesarias tendientes a concretar los objetivos propuestos articulosegundo comuniquese registrese y archivese 
1542;articuloprimero aceptase la dacion en pago de una fraccion de terreno de 270 16mts2 de 15 60mts por identico contrafrente y por 17 32mts de sus costados este y oeste correspondiente al inmueble de mayor extension padron n 677 359 circ i sec n lam 104 parc 136j 15 mat 7776 orden 9530 ofrecida por el sr jacobo adji keter l e n 7 038 287 gerente de la firma keter construccion de viviendas srl y en representacion de la misma para continuacion de la calle fleming articulosegundo reconozcase la suma de 10 000 pesos diez mil por la fraccion de terreno ofrecida como dacion en pago articulotercero autorizase a rentas municipales a acreditar como pago de las deudas que tuviese con la municipalidad de yerba buena por cualquier concepto de las contribuciones sobre inmuebles de los padrones n 677 359 675 869 675 860 675 451 675 866 382 876 y 382 963 el monto estipulado en el articulo segundo articulocuarto comuniquese registrese y archivese
1546;articuloprimero incorporase al codigo de ordenamiento urbano ordenanza n 6131994 en el punto 2 2 5 el titulo instalaciones deportivas articulosegundo comuniquese registrese y archivese
1548;articuloprimero declarase de interes municipal la muestra denominada encuentro escultorico nacional yerba buena a cielo abierto organizada por el concejal jose f marrades a realizarse entre los dias 19 al 25 de noviembre de 2006 articulosegundo el departamento ejecutivo municipal debera facilitar el espacio publico de la plaza de marcos paz luis f nougues para la realizacion del encuentro y otros ambitos adecuados del municipio para el posterior emplazamiento de las esculturas resultantes del mencionado encuentro articulotercero comuniquese registrese y archivese
1544;articuloprimero modificase el articulo primero de la ordenanza n 1537 sancionada el 310806 quedando redactado de la siguiente manera articuloprimero modificase el anexo e del presupuesto municipal año 2005 vigente para el año 2006 quedando el rubro transferencias para financiar erogaciones corrientes partida principal bienes y servicios en 35 000 y el rubro transferencias para financiar erogaciones de capital partida principal bienes de capital en 10 000 articulosegundo modificase el articulo segundo de la ordenanza n 1537 sancionada el 310806 quedando redactado de la siguiente manera articulosegundo modificase el presupuesto del h c d año 2005 ordenanza n 1489 vigente para el año 2006 quedando los ingresos para financiar erogaciones de capital en 10 000 y los ingresos para financiar erogaciones corrientes en 1 899 774 00 articulotercero modificase el articulo tercero de la ordenanza n 1537 sancionada el 310806 quedando redactado de la siguiente manera articulotercero modificase el presupuesto del h c d año 2005 ordenanza n 1489 vigente para el año 2006 quedando las erogaciones de capital en 10 000 00 y el rubro bienes de capital en 10 000 00 las erogaciones corrientes en 1 899 774 y el rubro bienes y servicios no personales en 35 000 articulocuarto modificase el articulo cuarto de la ordenanza n 1537 sancionada el 310806 quedando redactado de la siguiente manera articulocuarto modificase el anexo i de la ordenanza n 1489 presupuesto del honorable concejo deliberante año 2005 vigente para el año 2006 quedando el total de bienes y servicios no personales en 35 000 00 rubro servicios no personales en 22 000 00 honorarios y retribuciones a 3ros 9 000 y otros servicios no personales en 12 000 y modificase el anexo iv de la ordenanza n 1489 presupuesto del honorable concejo deliberante año 2005 vigente para el año 2006 quedando el rubro bienes de capital en 10 000 la partida principal inversiones administrativas en 10 000 00 y la partida subparcial maquinas y equipos en 10 000 articuloquinto comuniquese registrese y archivese
1541;articuloprimero apruebase el convenio celebrado entre el estado nacional representado en este caso por el señor subsecretario de desarrollo urbano y servicios ing jose francisco lopez la provincia de tucuman representada por el señor interventor del instituto provincial de la vivienda y desarrollo urbano de la provincia de tucuman ing gustavo eduardo duran y la municipalidad de yerba buena representada por el señor intendente municipal señor roberto j martinez zavalia dentro del convenio marco del programa federal de emergencia habitacional primera etapa que como anexo i forma parte de la presente ordenanza articulosegundo apruebase el contrato de ejecucion de obra celebrado entre la municipalidad de yerba buena representada en este caso por el señor intendente roberto j martinez zavalia y la cooperativa de trabajo libertad de la cartujana ltda representada por su presidente el sr escobar jose eduardo para la construccion de 4 cuatro viviendas y su correspondiente infraestructura basica en el marco del programa federal de emergencia habitacional que como anexo ii forma parte de la presente ordenanza articulotercero comuniquese registrese y archivese
